Case,MayHBC,Species,Avg.Sp.Mass.g,Family,Age,Sex,Location,Disposition,Treatment.Time,Year,Season,Facility,RhbFund,Stunned.Shock,Lethargy.Weak,Concussion,Unconscious,WingFracture,Back.Spine.neck.Injury,LegFracture,Eye.Injury,Beak.Mouth.Injury,Skull.Fracture,Head.Trauma,PunctureWound,Bruising.Swelling,PelvicInjury,CoracoidFracture,Emaciated.Dehydrated,InternalBleeding,Animal.Attack.Too,Neurological,NerveDamage,Grasping.leg.impairment,BalanceIssues,UnableToFly,RespiratoryDistress,Paralysis,Infection.Sick.Parasites,Hypothermia,0.HNBN,0.WLL,0.TAB,0.UNS
1479,F,DOWO,24.5,Picidae,Adult,Unknown,South Wales NY,Died,2,2021,Spring,Organization,73217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1480,F,RTHU,4,Trochilidae,Adult,Unknown,Forestville NY,Euthanized,1,2021,Spring,Organization,73217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,F,RTHU,4,Trochilidae,Adult,Unknown,Cattaraugus NY,Died,1,2021,Spring,Organization,73217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,F,MODO,133,Columbidae,Juvenile,Unknown,Clarence NY,Released,45,2021,Fall,Organization,73217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,F,DEJU,24,Passerellidae,Adult,Unknown,Tonawanda NY,Released,14,2021,Fall,Organization,73217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,F,RWBL,54.5,Icteridae,Juvenile,Unknown,Monroe County NY,Euthanized,1,2021,Summer,Individual,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,F,RBNU,10.5,Sittidae,Adult,Unknown,Bergen NY,Euthanized,2,2020,Winter,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,F,MODO,133,Columbidae,Adult,Unknown,Rochester NY,Released,7,2021,Winter,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,F,DOWO,24.5,Picidae,Adult,Unknown,Geneseo NY,Died,0,2021,Spring,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488,F,YSFL,135,Picidae,Adult,Unknown,Pittsford NY,Died,2,2021,Summer,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,F,COHA,410,Accipitridae,Adult,Unknown,Hilton NY,Euthanized,0,2021,Summer,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,F,AMRO,81,Turdidae,Adult,Unknown,Greece NY,Died,1,2021,Summer,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,F,DEJU,24,Passerellidae,Adult,Unknown,Gates NY,Released,4,2021,Fall,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1492,F,RTHA,1087,Accipitridae,Adult,Unknown,Wadsworth NY,Euthanized,0,2021,Fall,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493,F,HAWO,67.5,Picidae,Adult,Unknown,Akron NY,Released,2,2021,Spring,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,F,YSFL,135,Picidae,Adult,Unknown,Akron NY,Released,1,2021,Spring,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,F,BEKI,155,Alcedinidae,Adult,Unknown,Akron NY,Released,0,2021,Summer,Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,F,DEJU,24,Passerellidae,Unknown,Unknown,St. James NY,Released,8,2020,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,F,WTSP,27,Passerellidae,Unknown,Unknown,Shirley NY,Died,0,2020,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,F,DEJU,24,Passerellidae,Unknown,Unknown,Suffolk County NY,Died,0,2020,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,F,YBSA,49,Picidae,Unknown,Unknown,Hauppauge NY,Released,10,2020,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,F,WBNU,24,Sittidae,Unknown,Unknown,East Northport NY,Released,95,2020,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,F,DEJU,24,Passerellidae,Unknown,Unknown,Centerreach NY,Euthanized,4,2020,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,F,MODO,133,Columbidae,Unknown,Unknown,East Northport NY,Released,12,2020,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,F,AMRO,81,Turdidae,Unknown,Unknown,Smithtown NY,Released,2,2020,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,F,WTSP,27,Passerellidae,Unknown,Unknown,East Islip NY,Died,2,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,F,BLJA,85,Corvidae,Unknown,Unknown,Dix Hills NY,Dead on Arrival,0,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,F,BLJA,85,Corvidae,Unknown,Unknown,Commack NY,Euthanized,0,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,F,DOVE,169,Alcidae,Unknown,Unknown,Copaigue NY,Died,1,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,F,BLJA,85,Corvidae,Unknown,Unknown,Coram NY,Euthanized,0,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,F,MODO,133,Columbidae,Unknown,Unknown,Northport NY,Released,2,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,F,MODO,133,Columbidae,Unknown,Unknown,Centerreach NY,Died,0,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,F,BLJA,85,Corvidae,Unknown,Unknown,Dix Hills NY,Dead on Arrival,0,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,F,BLJA,85,Corvidae,Unknown,Unknown,Northport NY,Euthanized,10,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,F,WWSC,138,Anatidae,Unknown,Unknown,Northport NY,Dead on Arrival,0,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,F,HOFI,21.5,Fringillidae,Unknown,Unknown,Huntington NY,Died,1,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1515,F,EASO,182.5,Strigidae,Unknown,Unknown,Pt. Jefferson NY,Died,1,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,F,HOWR,11,Troglodytidae,Unknown,Unknown,Greenlawn NY,Died,0,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,F,DOVE,169,Alcidae,Unknown,Unknown,Bayshore NY,Released,1,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,F,HOWR,11,Troglodytidae,Unknown,Unknown,Commack NY,Died,0,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,F,MODO,133,Columbidae,Unknown,Unknown,East Northport NY,Died,15,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,F,MODO,133,Columbidae,Unknown,Unknown,Hicksville NY,Euthanized,0,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,F,NOCA,45,Cardinalidae,Unknown,Unknown,Smithtown NY,Dead on Arrival,0,2021,Winter,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,F,BLJA,85,Corvidae,Unknown,Unknown,Pt. Jefferson NY,Died,1,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1523,F,RBWO,73.5,Picidae,Unknown,Unknown,Huntington NY,Died,1,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,F,MODO,133,Columbidae,Unknown,Unknown,Centerreach NY,Euthanized,73,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,F,AMRO,81,Turdidae,Unknown,Unknown,Northport NY,Died,1,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,F,AMRO,81,Turdidae,Unknown,Unknown,Islip Terrace NY,Died,1,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,F,AMGO,15.5,Fringillidae,Unknown,Unknown,Dix Hills NY,Released,21,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,F,AMRO,81,Turdidae,Unknown,Unknown,Pt. Jefferson NY,Died,1,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1529,F,MODO,133,Columbidae,Unknown,Unknown,East Setauket NY,Released,54,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,F,MODO,133,Columbidae,Unknown,Unknown,Dix Hills NY,Released,39,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,F,YSFL,135,Picidae,Unknown,Unknown,Commack NY,Released,2,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,F,YRWA,12.5,Parulidae,Unknown,Unknown,Northport NY,Released,2,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,F,WTSP,27,Passerellidae,Unknown,Unknown,Holbrook NY,Euthanized,10,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,F,COLO,4300,Gaviidae,Unknown,Unknown,Great River NY,Released,0,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,F,AMRO,81,Turdidae,Unknown,Unknown,St. James NY,Died,1,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1536,F,Cuckoo sp.,NA,Cuculidae,Unknown,Unknown,Mineola NY,Died,0,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1537,F,AMRO,81,Turdidae,Unknown,Unknown,Germansville NY,Euthanized,0,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1538,F,MODO,133,Columbidae,Unknown,Unknown,Smithtown NY,Released,8,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,F,BLJA,85,Corvidae,Unknown,Unknown,Islip NY,Euthanized,0,2021,Spring,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,F,RHWO,73.5,Picidae,Unknown,Unknown,Smithtown NY,Euthanized,1,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,F,COGR,108,Icteridae,Unknown,Unknown,Sayville NY,Dead on Arrival,0,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,F,AMRO,81,Turdidae,Unknown,Unknown,Smithtown NY,Euthanized,0,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,F,COGR,108,Icteridae,Unknown,Unknown,Pt. Jefferson NY,Euthanized,2,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,F,BLJA,85,Corvidae,Unknown,Unknown,Miller Place NY,Died,2,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,F,COGR,108,Icteridae,Unknown,Unknown,Smithtown NY,Died,0,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,F,BLJA,85,Corvidae,Unknown,Unknown,Smithtown NY,Euthanized,0,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1547,F,TUTI,22,Paridae,Unknown,Unknown,Suffolk County NY,Euthanized,1,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,F,AMRO,81,Turdidae,Unknown,Unknown,Northport NY,Released,0,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,F,NOMO,51.5,Mimidae,Unknown,Unknown,Huntington NY,Released,42,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,F,RHWO,73.5,Picidae,Unknown,Unknown,East Northport NY,Released,1,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,F,BLJA,85,Corvidae,Unknown,Unknown,Huntington NY,Euthanized,2,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,F,MODO,133,Columbidae,Unknown,Unknown,Mineola NY,Euthanized,0,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,F,AMKE,122.5,Falconidae,Unknown,Unknown,St. James NY,Died,0,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,F,BLJA,85,Corvidae,Unknown,Unknown,East Northport NY,Died,2,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,F,EASO,182.5,Strigidae,Unknown,Unknown,Bohemia NY,Released,3,2021,Summer,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,F,YSFL,135,Picidae,Unknown,Unknown,Suffolk County NY,Euthanized,2,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,F,MODO,133,Columbidae,Unknown,Unknown,Nosconset NY,Released,5,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,F,GRCA,39.9,Mimidae,Unknown,Unknown,Commack NY,Euthanized,2,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,F,MODO,133,Columbidae,Unknown,Unknown,Kings Park NY,Euthanized,0,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,F,GRHE,240,Ardeidae,Unknown,Unknown,Blue Point NY,Released,14,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1561,F,CEDW,32,Bombycillidae,Unknown,Unknown,Kings Park NY,Euthanized,1,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1562,F,BTBW,10,Parulidae,Unknown,Unknown,Smithtown NY,Released,1,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,F,MODO,133,Columbidae,Unknown,Unknown,Smithtown NY,Died,7,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,F,CONI,81.5,Caprimulgidae,Unknown,Unknown,Brentwood NY,Euthanized,0,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,F,BLJA,85,Corvidae,Unknown,Unknown,Commack NY,Died,0,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,F,COHA,410,Accipitridae,Unknown,Unknown,Huntington NY,Euthanized,0,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,F,MODO,133,Columbidae,Unknown,Unknown,St. James NY,Died,0,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,F,MODO,133,Columbidae,Unknown,Unknown,Commack NY,Died,0,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1569,F,MODO,133,Columbidae,Unknown,Unknown,Northport NY,Released,9,2021,Fall,Organization,408333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
